Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,"106289109,3",108702068,"107978893,1","110937729,4","115152142,7","124735071,9","126887585,5","131106365,5",137744500,143615000,150041700,152785100,152116100,163917000,172956700,184358700,190914600,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,258383986971,247280485489,257727819761,274821001152,311502663675,343040835405,353220564060,363040411089,384472845522,429717594853,471722207869,508683661570,572909000180,725888976734,928159932797,1018742607916,1116544420611,1256437303677,1361513691261,1623860061393,1903200395908,2053957739247,2038333104326,2000039463587,2031751502263,2140019698163,2232152061375,2298316010496,2490143237082,2649520544476,3039367836310,3086212778543,3301902022489,3577970729977,4017322551155,4524550734444,4960564787452,5260666543912,5204070872654,5143884028909,5563368351893,5584733816714,5638302369258,6330555506476,7429775757562,8781716772487,10349046106867,12765078434452,15212624914812,15157395646184,18412156955934,21387542530547,22539166769274,23925991489633,
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744807,2316618515,2550194959,3381270267,4449375525,4422159848,3735312200,3571043202,3673288165,3586883989,3436961385,3791306758,4756221629,5514253043,5985809060,6560546900,8159825620,9834034351,9313573965,9338674078,10395222334,9576482628,10195404131,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,"275494477,8","343771973,2","339913866,8",359772315,430096742,"486617279,4",563683703,"538747340,6",830710614,939228016,1049838550,1222702572,1595422954,1787338105,1493651106,1327378900,1294458070,1311342831,1313685008,1678328289,1931545340,1947794155,2007784673,2421172497,2422840269,2852581755,2677966905,1762703059,2466160215,2619086428,2475185559,2596828336,2570429655,2422482318,2629739067,3342824260,4362439887,4874178417,5305317555,6122644015,7145394015,8737687353,8964480570,9422267260,10647545670,10340794110,10942727310,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"250728829,1","264578308,9",295106775,"345616069,5","376081181,8","474618292,7","527936892,8","625563347,4","793673674,5",1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5980795756,6390123590,7513834700,8554293727,8099400961,8163841060,9302057270,8863076923,9642326075,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286125078719,292420415464,333105245617,383068658883,394976136014,402243474541,418299884864,436296223452,447345841902,438152182740,487798585750,561856996619,655692914175,763983639770,940383832348,1188252330480,1141554097726,1313802058808,1503541928113,1596371915049,1495674086801,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"984279596,4",1159891560,1284504509,1707662608,2073255525,2257174481,2696020575,3673382212,4538345345,4158135026,4114881347,4501753898,4045813953,4416083090,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099115,2552401920,2725736619,2098734592,2186505472,2896178859,3020611584,3204461568,3576966795,2560785663,2379018323,1317611863,"768401665,8","925817089,5",1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523359941,3414053251,4234894168,5623236708,4583834427,6200357070,8761426371,10321968595,11516409581,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772708,3372771557,4458235939,5243440030,2353864265,2093393433,2314103710,2512109517,2748955274,1968901450,2027650518,2162771442,2246791389,3241719358,3810025425,4324474010,4536278939,4310090791,4075049537,4201332885,4666197195,5697991242,6578515331,7095910827,9192939074,11026247458,10726631100,10165353591,13244880035,14952946846,15630302814,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,"92609222,69","107726181,2","111148585,6","113797356,8","151897168,1","172767213,3","180340653,8","191221777,8","210695183,8","199643444,6","209348253,6",227051055,"265009395,1","333731874,4","414772351,9","475916514,7","524407931,9","540635389,6","544424605,1","644070364,9","709041452,2","747994681,9","750214410,7","788371855,9","726937320,8",683193885,"802890746,9","909820553,4","957377507,5","981529400,5",1019600771,1443688856,1464392409,1249945002,1315932677,1415296646,1442598430,1401946883,1222431517,1194629188,1081207527,1121563745,1149655599,1285178266,1496460379,1857835410,2699181755,2837532539,3585284290,3027020112,3526946757,4136083148,3958702640,4158182904,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,"706988627,7","827093630,3",1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731536244,7792063567,9641077098,8834661043,9718233911,11252405860,11442096506,11929250814,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,"162960130,5","174580139,8","183120146,6","190820152,8","194740155,9","229460183,7","260400208,5","269812781,8","245160098,1","265800106,4","290520116,3","365389567,2","406084197,4","444302221,3","548618789,9","613196872,6",670309253,"806265763,8","948983346,7",1058297637,1237662106,1237686925,1180094061,1223225050,1208026105,1131349974,1183671771,1183071377,1379923808,1590201669,1880784193,2203536041,1799529369,2070647130,1181801915,1397454123,2281039099,2663238981,1750585205,1775920039,1743506287,1716502069,2665158943,2424656666,2625127098,2754995877,3116789658,3647817219,4276769712,5030639934,5398616985,5627898037,4240492849,3705386790,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2441020462,2422724545,2543810831,2708474919,2899751388,3187851274,3392767687,3515850936,3667209742,4050763016,4276665286,4514334715,5364357955,8150688760,10100863611,9890359225,11753574870,13975278668,16658322459,21602645098,24937045114,25463038429,27287163523,30682563370,34565849169,31772244237,28243103020,32181695659,35271881996,38848565930,44023808215,49133851512,59151684123,66894448089,74481194899,88832454352,100851389334,100168846973,72175568306,79148158888,93789473684,92783947368,100845526316,110202368421,124749736842,143533152129,162691922355,193552511884,230988518916,202251384992,247533525518,289548374437,305263811733,313159097401,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,584477920199,604157219440,647173002027,683353535762,734790505461,797723909391,875492805409,926623934247,1013409031842,1097952410242,1163848559546,1267131904120,1395546034408,1559891400810,1709277049898,1862814339953,2084247320284,2297736943865,2575375764232,2875319186341,3136550140372,3517487702918,3659238527510,3979308289971,4395573430645,4710699587912,4967027332346,5300517616107,5760032813528,6222840858140,6573207312581,6783893606436,7131127993024,7455354093755,7886665988418,8268152026548,8729845885050,9262433838122,9723763171323,10338249666897,11027736147894,11358197425149,11733968930033,12402638291469,13297770277396,14262747609990,15172109488078,15941367885626,16267270656745,15795345532047,16584216507764,17302082817933,17990118985562,18600527817154,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012725712,3448309730,3218434944,3636647702,3942494510,3945295658,4102682849,3826538590,3818964345,3908645560,3546791604,3361236317,4931280096,6606866457,7261301442,7978676470,8740923998,8486515516,8875960840,11281996426,12412389467,13037393423,13113069777,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"159594493,5","164206537,6","180036768,9",215507164,"263108834,5","358815681,9","413634335,3","505892512,9","542294864,8","637400199,1","816647865,8","798310509,6","837616756,5","846007597,7",1047225130,1182457143,"972563810,2","904619629,8","823832940,5","796018978,5","854823821,7",1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,"449526872,6","485785231,7","531736599,9","586294879,5","582816396,2","673383510,2","702296079,9","665586872,8","641214226,8","625867984,4","649916621,2","693573704,4","742779659,5",946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986143,2344987608,1606581744,1563207237,1880803264,1987770781,1845599696,2076737446,2018193598,1798374533,1945327546,2170481498,2731416281,3052898686,3405134555,3646727993,4291363547,5403364454,5397121962,5718589550,6409169698,6611341029,7407418428,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196174380,4467287732,4909399025,5165590042,5552931029,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788077,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921687,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996027,44138014092,59116868250,67655840108,87845403978,112248324603,145429802542,166451202370,208064724514,169481270115,369062403182,411743801712,462979245902,521803314654,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,"227223322,1","244144236,7","269283803,7","297324163,1","347119918,2","564290020,4","607140010,5","657140010,8","692859984,6","750000002,9","778569938,9","828569953,5","878570045,4",1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454281,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322437645,5795568205,6322582499,6786294616,7458103363,8491388728,8380731881,8938209651,9898576241,10644947615,11255608410,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37530195897,43837956704,53797014076,70646493615,85792917288,98582789299,107353697533,124905224746,153268395396,176682248050,191907522611,161405345668,155844670876,150894304301,141519993269,141454263402,197522592193,240972207028,257556022634,254041637431,313037995643,322055355964,356928304386,347672096820,372826896234,444781773264,442598692810,409785407725,431174183515,439937140422,413396904367,426091275168,464478637305,570917607223,646069794441,672357359598,719376019921,833147764794,931327892380,858033892518,836389937229,893757287202,823139235421,853539351964,
High income: nonOECD,NOC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059546636271,1139080089708,1183792450740,1215918495178,1231014631379,1257463045077,1337051863449,1409501400157,1479519918563,1278308438227,1260837866728,1439783492804,1446620700518,1518544017006,1700664441039,2046540891508,2451779810947,2893985009727,3446998769569,4156422333810,3404017269100,4024583886541,4863924678085,5161197132710,5368742595386,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12729703622,14476253915,17219726177,22341912657,26875823601,32565956877,35575735361,41069784916,46015298628,52547737999,63714366699,62867322938,61850635265,60779973686,61098572566,64257200019,77202861509,92447792208,100057081479,100770511985,117623688036,119657406408,128298978196,118168337069,124519241669,148919844677,160158299482,158223061046,151139149912,159045286696,168288531891,170922851074,191927027230,224880794328,260029106208,304060069849,340041735967,393479385840,453885460993,378849191625,420945705225,490806911071,500029909755,512580425532,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,"508334416,8","531959564,6","574091104,4","496948970,4","496098775,3","735267086,3","906811948,8","841974030,1","772230299,8","788641965,4","865975308,6","882765471,6",1024098805,"972103599,7",1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12899651884,15994094607,18850351853,19206800719,19294348174,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7878822851,9524793388,12739668847,13861003861,12778405241,13515198753,15319443073,18382107023,20550936592,23039953677,24181167263,23885651857,24041798107,21445089702,24431202046,30320025349,39997523986,45112399356,43803041960,45097711110,42344699527,41234049341,46265693269,54667562122,63437167906,69563618704,65475004728,55641349545,58176345425,52011592676,53305709024,66020996599,87440454379,102986218487,113791466881,110205483337,135294592083,130459339599,118952901992,143466743661,163841244615,171461397176,185787824483,
High income: OECD,OEC,GDP (current US$),NY.GDP.MKTP.CD,1042143562493,1102387414799,1189949055246,1280485233367,1397790725723,1517961403597,1665058439798,1785479821957,1933684738104,2121585872334,2329433339010,2582084310766,2994210864267,3613856336305,4035255980168,4515065363010,4896695615258,5537852828819,6647370308363,7646910438855,8471223934337,8565727333059,8516133192150,8832741648230,9221269707329,9722005247104,11881513238453,13753860630999,15493584573061,16182961784083,18200753450405,19224202156233,20649765907693,20799077551382,22285826535116,24633759251709,24773043453671,24313749849866,24441995681266,25668791119205,26100224095548,25884350096591,26998281037511,30331352197874,33717112456480,35490791599942,37363521126658,40796265459931,43124079100060,40582578378374,42358994825139,45430380278064,45315912059938,45760460257040,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1071382184756,1126127273117,1215806169273,1309772811415,1431384631495,1554271987024,1706458482025,1830971189194,1984221783799,2177664008019,2385976928074,2641805601636,3064794544391,3700897858866,4149980379191,4655985264626,5045899775456,5687999749107,6826588465577,7884855586072,8750240394278,8903402294108,8770114018225,9059249377179,9473701434582,9991465916659,12107438290874,14005232671079,15794707935666,16541818104990,18646844368095,19724321337453,21211078321241,21523620023958,22986959426000,25193204270625,25398371930821,25031209322674,25261841520807,26546968140876,27097550025310,26858592350848,28039741382796,31432380170562,34982703135877,36952007993239,38975395604505,42625395651835,45110068617077,42221805284244,44271376427985,47514659611243,47418061092090,47976933999789,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,"44234654,05","45634493,27","56273199,14","59912759,28","61872522,43","63279972,09","67759970,11","107151836,8","188879842,4","239999799,7","256319786,1","301014924,5","366883549,3","483066990,4",1645917657,2096699074,2560220086,2741169985,2740301334,3733352667,5981760089,7259120022,7554719229,7932541574,8821443172,10005645467,7324167384,7811183252,8386215932,9372171727,11685045608,11341482539,12452275788,12493108041,12918855771,13802600905,15277763468,15837451381,14085373243,15710148340,19507412381,19452015761,20142782997,21633810317,24763589276,31081924828,37215865059,42085305931,60905332090,48388296879,58641352878,69521977153,77497269805,79655917417,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,11816440776,11250796538,10564980101,10773535843,10471760356,9679948201,10990176627,12993707970,15153156283,16208432142,20461221697,20999146126,22711907079,21570260129,22223770145,25109712853,26516894484,26722845346,25132512467,26595098778,28241940118,27827422544,28515454055,36672037946,45607392899,53183515632,56886637286,66347823554,79679948754,68488479129,82018617197,96778769949,95816021084,98229548568,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,109502102511,137264061106,152385716312,170077814106,167874973610,177165635077,213587413184,224383620830,232286781111,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,17655611231,21074067087,21216509116,16885668786,17132968269,16110000407,14840000375,20153333842,15029999286,21902935996,25710059622,33988660232,35310819276,34239590087,43719805475,52047686603,53997715380,56919424254,54523307700,49308109292,50936239281,51592179796,54452491887,59034091562,66730306800,74963815413,87985689388,102172270671,121571548180,121200381042,148522810972,170564249005,192628494178,202349846974,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684685517,7257047668,4399815073,4875248020,5271360642,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417505303,52976363148,54368183872,64084543195,74119868202,82848194395,82344374414,72207022471,82995145600,81026294682,76261998623,81357657790,83908205719,91371236939,103065972408,122210719246,149359920006,173602533345,168333540386,199589447424,224142872191,250240023744,272066554886,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,159855700,167035100,168681200,173898900,191243000,206232600,208666100,211558600,213354500,198202400,197558700,217377500,232478600,247043400,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,"261184037,4","275968039,5","305312043,7","344159480,3","390973233,3","441706905,6","485160819,8","551237325,6","645537157,6","717716139,6","858802050,3",1299105286,1467346106,1356591219,1511856630,1640763164,1947947479,2293621894,2545982960,2498068351,2368584970,2562492487,2552526259,2423373084,2648033799,3143848336,3655979666,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459120,3927114457,4901584516,5598700444,6329292929,8010370370,7914594203,9480047959,12393604089,15653921367,15289374025,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371654,83861124789,92527771036,94201159959,108678548947,139412439030,157079211268,157550131675,173337544225,168224897394,171708027298,190901056474,198679176379,217514167875,253525770716,304412019237,343338920226,428948928326,530185123693,436476394987,476687891752,524362764952,496205742361,525865974815,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,100351670000,101080738000,103134778000,
"Korea, Dem. Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,107602689041,95019103603,99698453261,118133634072,122629812841,117046198971,123981736420,127465545493,118358489958,121545880984,134228697534,164964195260,189195659111,197299605780,208556265152,240157009461,262017296166,243731066787,238303443425,244895101712,218000200300,227323728007,
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"400129691,1","421700441,8","451524124,5","477012512,7","512728946,2","548758098,3","609047285,3","697291727,5","889357059,7",1199618980,1351889403,1540820246,1912353340,2350329157,3135123880,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734651406,10662013273,13794909537,18504128632,15929903100,20030529733,25071193102,24611040343,29009411738,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,"429695843,2","516310173,9","703997089,1",1000201352,1117135906,1120202501,1168729839,1355437122,1660645961,1887691126,1945081334,1900991571,1822779931,1994615514,1889499875,2051550373,2017071717,2111237486,2205782154,2377069917,2540592059,2787173924,2938054823,3385361679,3657203585,3927207898,3923691021,3373958391,3672292815,3434142911,3357161728,3539505609,4164226696,4814395694,5264864691,5534256409,6067244010,6523272047,5741401930,6373020822,7379428011,7852675901,8009303951,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,"176534589,6",215659455,"220984369,1","259590076,3","242943776,9","254035999,2","296613496,9","325843254,7",431254103,"555337985,7","690319754,9","732286143,3","793193187,4",1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,"301791311,8","387700072,4","510259928,9","793884362,6",2401403164,2512783991,3284301435,3617580064,4052000453,5633000409,7829094485,8661263504,7596703007,6467582126,6704395622,6153296280,5053021815,5446428538,6038186868,6487911901,7360439208,6883516285,7646153766,7156593446,7374450337,8137911853,9059340398,11297801872,10255494210,12393131511,17759889598,17538461033,19363735706,23533790531,31734065019,44530493222,60882141103,79711810890,115269776898,97798348830,125122249141,169804665436,190289829681,203235158978,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38299106120,28846858763,25090303817,26361161948,30072623842,35477055619,35333677695,35285888482,42115494069,35592337083,37305099928,40585886769,45988510814,59466017706,75794733525,99172613716,122695850812,170616958884,204338605784,164344371295,164792252746,182610666616,169396055591,189638162013,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506500146308,516814258696,509381638906,460205414726,435060123491,395086555837,395528488656,391721392325,404926534140,270953116950,195905767669,259708496267,306602673980,345110438694,430347770733,591016690743,764000901160,989930542279,1299705247686,1660844408500,1222643696992,1524916112079,1904793021649,2017470930421,2096777030571,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,"119000023,2","122000015,5","125000007,8","128000000,1",129999995,"148799979,7","124525702,7","159560018,1","172200018,1","188700037,3","219900006,6",222952504,246457839,"290746157,2",308458404,571863503,"637753855,8","746650611,6","905709080,9",1109346136,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,"753636370,6",1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110327823,3775447706,4796573943,5308990209,5698548923,6406727020,7219656634,7521261791,
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47689556543,50861320923,54296730195,61060482429,69963476014,75141664420,63056030780,69409697457,72868573563,80006185131,86653536487,92124387914,92637864976,106015541008,128275353805,137408855417,134307560180,155391356905,176843482279,198065419089,238820260474,252603136360,261415871519,276843405646,276669939024,299398855294,317233610088,352452096973,378278137947,380675057487,410504248056,366078941081,388744514445,384878173519,436772265770,485178146028,524982429565,550920565840,558746375972,599543853871,622975897562,638745671206,672494121093,784882714578,911124327838,1044617146262,1204769690873,1525956523795,1552407202566,1706429173210,2086121491226,2322207215695,2319527626386,2369941573889,
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777707,4485777636,5014444260,6797048700,9230601616,14441807079,44990986123,46528882433,63838242167,74028820450,80087657404,111720129710,164308171947,183939395924,152907357293,128859626987,119293133794,103897847414,86961925508,85695864946,88256073926,95344461902,116778111980,131335915473,136304139411,132151405583,134327104601,142457681256,157743126867,164993858632,145772799590,160957062622,188441864875,183012268442,188551196399,214572800000,258742133333,328459608764,376900133511,415909018143,519796800000,429097866667,526811466667,669506666667,733955733333,748449600000,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1126364162,1222860429,1328259625,1351234926,1388282600,1446869619,1484491676,1607409539,1677771401,1847501441,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,7617256737,9538009463,9254395996,8465226937,10044297796,12459385571,15966649370,20631219762,15510324099,15295635624,12408647780,11379221927,7031933492,8881010081,12793798418,13830369852,9018303128,11681179571,11250220603,10682027635,12257299147,13182872559,14803423345,17646271379,21457886198,26524992245,35821858724,45898948554,54527549913,53149439401,65632081240,67320779804,63152209705,66565889417,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,"792824702,8","836493103,6","857426088,8","886387334,5","939145912,2","955834759,9","984942841,5","984605218,1",1034293671,"983621121,2",1024832778,1058120594,1280328105,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617235857,6004885304,5678828410,3877196945,4878718880,5065830114,4672504142,5030344291,5144045093,4679604922,4877602012,5333862344,6858952716,8031344240,8707015064,9358710763,11284603481,13386346543,12812994670,12932427724,14440676498,14045680427,14791699009,
