From row/To column;AFG;ALB;DZA;ASM;AND;AGO;AIA;ATG;ARG;ARM;ABW;AUS;AUT;AZE;BHS;BHR;BGD;BRB;BLR;BEL;BLZ;BEN;BMU;BTN;BOL;BIH;BWA;BRA;BRN;BGR;BFA;BDI;KHM;CMR;CAN;CPV;CYM;CAF;TCD;CHI;CHL;CHN;COL;COM;COD;COG;COK;CRI;CIV;HRV;CUB;CYP;CZE;DNK;DJI;DMA;DOM;ECU;EGY;SLV;GNQ;ERI;EST;ETH;FRO;FLK;FJI;FIN;FRA;GUF;PYF;GAB;GMB;GEO;DEU;GHA;GIB;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GNB;GUY;HTI;HND;HKG;HUN;ISL;IND;IDN;IRN;IRQ;IRL;IMY;ISR;ITA;JAM;JPN;JOR;KAZ;KEN;KIR;PRK;KOR;KSV;KWT;KGZ;LAO;LVA;LBN;LSO;LBR;LBY;LIE;LTU;LUX;MAC;MKD;MDG;MWI;MYS;MDV;MLI;MLT;MHL;MTQ;MRT;MUS;MYT;MEX;FSM;MDA;MCO;MNG;MNE;MSR;MAR;MOZ;MMR;NAM;NRU;NPL;NLD;ANT;NCL;NZL;NIC;NER;NGA;NIU;NFK;MNP;NOR;OMN;PAK;PLW;PAN;PNG;PRY;PER;PHL;POL;PRT;PRI;QAT;REU;ROM;RUS;RWA;SHN;SPM;WSM;SMR;STP;SAU;SEN;SRB;SCG;SYC;SLE;SGP;SVK;SVN;SLB;SOM;ZAF;ESP;LKA;KNA;LCA;VCT;SDN;SUR;SWZ;SWE;CHE;SYR;TWN;TJK;TZA;THA;TLS;TGO;TKL;TON;TTO;TUN;TUR;TKM;TCA;TUV;UGA;UKR;ARE;GBR;USA;URY;UZB;VUT;VEN;VNM;VIR;VGB;WLF;PSE;YEM;ZMB;ZWE
NOR;0;1;7;0;0;11;0;0;200;0;0;3661;423;0;19;0;0;0;0;928;0;2;14;0;5;6;0;416;0;8;2;4;7;17;18070;1;0;0;1;0;255;3;13;0;111;0;0;10;22;0;3;0;2;13291;0;0;20;3;60;0;0;1;0;1;311;0;7;524;5183;0;0;0;0;0;3252;5;1;112;24;0;1;5;9;6;0;1;0;0;17;995;524;0;57;0;2;26;0;14;2116;0;8;11;0;5;0;0;0;0;9;0;3;0;0;0;3;0;10;0;26;0;10;0;2;2;0;0;0;0;0;0;1;0;185;5;0;5;0;0;0;0;3;18;10;0;0;465;0;1;411;28;61;230;0;0;0;0;0;3;0;0;20;1;91;108;19;31;0;1;0;273;0;1;0;0;0;0;0;3;1;0;58;0;0;0;0;0;0;2;894;106;0;0;0;0;12;0;2;45824;1433;15;0;0;188;142;0;92;0;0;1;29;27;0;0;0;0;0;2;5132;115124;8;0;0;100;0;0;0;0;8;5;3;67
OMN;0;0;4;0;0;0;0;0;3;0;0;3;0;0;0;10802;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;14;76;0;0;0;42;0;0;1;0;0;124;0;0;0;0;0;0;0;0;0;3;0;0;0;396;0;0;8;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;83;5;16;426;0;0;40;1;0;0;42;0;1326;0;0;0;0;17473;0;0;0;160;0;0;37;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;64;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;3;0;0;0;853;0;0;0;1;0;0;0;0;0;547;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;636;0;0;0;0;569;0;0;96;14;0;0;0;0;0;2;314;0;0;0;25;0;3354;0;16;0;0;0;0;0;0;0;0;37587;3367;0;0
PAK;23061;0;2;0;0;16;0;0;67;0;3;1240;793;0;23;5386;14930;0;0;129;0;10;2;6;0;7;2;421;156;23;0;31;189;35;11119;2;0;0;55;0;18;287;11;0;6490;20;0;0;48;0;23;7;2;308;6;0;60;1;385;0;1;34;0;111;5;0;181;51;4394;6;1;10;6;0;1477;89;3;94;1;0;1;22;1;20;0;0;0;0;2224;121;0;8141307;3465;1328;433;181;0;241;978;2;285;945;0;3263;0;30;0;0;18261;0;3;0;158;10;45;35;0;0;31;42;12;322;110;23236;831;4;0;0;2;0;83;0;74;0;0;7;9;0;0;3;626;8748;33;4;3841;930;13;3;279;14;121;402;0;0;0;192;7352;0;0;0;27;0;10;510;2;76;4;842;2;0;0;87;0;0;0;0;0;44432;8;0;66;13;44;2038;0;0;0;49;187;0;475;0;0;0;102;0;15;1001;698;4740;0;0;1730;293;9;181;0;0;8;9;207;0;0;0;509;0;16366;143669;8798;3;0;6;3;52;5;0;0;65;2213;19;127
PLW;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;7;58;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;4;3;0;0;0;0;0;0;0;106;0;785;0;0;0;2;1;0;0;0;0;0;724;0;0;4;0;0;5;0;0;29;0;0;5;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;921;0;0;3;0;0;0;0;0;0;2;0;0
PAN;0;0;0;0;0;0;0;6;43;0;10;6;28;0;43;0;0;5;0;12;20;0;3;0;9;0;0;371;0;2;0;0;1;4;1487;0;6;0;0;0;222;0;1927;0;1;0;0;2425;0;4;43;1;0;4;0;4;291;13;10;13;0;0;0;0;0;0;0;5;51;0;0;0;0;0;20;0;0;1;0;7;2;25;237;0;0;29;5;112;0;61;0;3;0;0;0;3;0;0;52;462;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1229;0;0;0;0;0;16;0;0;0;0;0;0;0;32;0;0;282;0;0;0;0;0;5;0;0;0;0;0;0;313;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;78;0;0;29;0;3;0;0;8;0;0;0;0;19;0;0;0;0;0;54;0;0;0;0;0;0;0;0;6710;23657;33;0;0;972;0;42;0;0;0;0;0;0
PNG;0;0;0;9;0;0;0;0;0;0;0;6780;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;28;0;0;0;0;0;0;0;0;0;3;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;0;1;0;3;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;3;0;0;24;7;0;0;1;0;0;10;0;2;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;3;24;0;0;0;0;0;0;0;12;0;0;0;0;0;18;244;0;0;0;16;0;0;0;0;12;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;2;0;0;264;0;65;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;225;0;0;138;0;0;0;0;0;0;0;0;4
PRY;0;0;0;0;0;0;0;0;205465;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;614;0;0;19736;0;0;0;2;3;11;208;0;0;0;2;0;283;3;210;0;1;0;0;17;0;0;0;1;0;1;0;0;17;819;16;26;0;0;0;0;0;0;0;1;14;17;0;0;0;0;23;0;0;1;0;0;0;0;0;0;0;363;0;2;0;7;0;8;1;0;0;0;0;12;59;0;30;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;8;0;0;0;0;0;3;0;0;0;40;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;2;22;0;0;0;0;1;3;0;2;11;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;175;1924;0;0;173;0;0;0;0;0;0;0;0
PER;0;0;0;0;0;0;0;3;4992;0;6;222;31;0;14;0;0;15;0;172;13;0;5;0;8298;0;0;2426;0;8;0;1;3;7;3329;0;0;0;1;0;3666;66;1930;0;26;0;0;361;0;0;26;7;0;31;0;1;612;1121;55;72;0;0;0;0;0;0;4;32;353;5;1;0;0;0;718;0;2;45;1;1;1;13;162;0;0;109;3;58;0;258;0;7;9;0;1;20;0;81;1872;2;684;0;0;0;0;7;0;0;1;0;0;0;0;1;2;0;1;0;2;0;0;0;0;1;0;0;0;0;3;0;0;0;857;3;0;4;2;0;0;0;0;17;1;2;0;150;21;2;16;141;3;10;0;0;0;40;0;0;0;644;2;6;0;7;1;2;16;3;0;0;0;0;1;0;1;0;0;0;3;0;5;0;3;0;0;0;0;0;4;2709;0;0;1;0;0;18;0;54;346;0;0;0;5;0;0;5;0;0;31;0;15;0;0;0;0;0;0;61;29305;631;0;0;2114;0;0;0;0;5;2;0;0
PHL;0;4;2;19;0;2;0;4;61;0;29;1135;578;0;9;18;0;3;0;359;0;0;30;5;1;0;0;3;414;8;0;13;695;8;31892;0;1;0;12;0;1;739;20;0;459;1;0;0;2;2;15;44;10;34;2;1;89;2;164;0;0;7;0;8;52;0;168;6;496;0;5;2;0;0;986;17;0;98;9;1;14;28520;13;1;0;0;3;4;95;955;1;0;4704;56;6;20;0;0;9067;41;7521;15;0;1051;0;77;26;0;390;0;25;0;14;0;9;31;0;0;3;63;1;46;0;14889;0;0;0;120;27;0;3;0;583;163;0;0;45;0;0;3;1;3568;2;52;0;450;146;34;100;3;6;13;0;0;1210;102;1223;1;122;54;18;0;30;0;10;8;220;77;0;2;0;18;0;0;4;0;0;25733;2;0;7;0;9;8319;4;0;36;10;56;0;0;0;1;0;70;0;2;112;495;1996;0;0;75;1468;154;10;1;6;32;1;4;0;0;0;20;0;224;143;246767;4;0;79;5;45;89;1;0;1;47;3;34
POL;0;21;30;3;2;77;0;0;83162;0;0;71265;3421;1264;2;0;0;0;382600;18747;2;5;108;0;834;202;1;29600;1;385;37;66;189;315;155413;10;0;0;28;0;960;54;681;2;198;0;0;32;49;843;442;345;3350;5836;2;0;146;253;70;7;0;3;2651;2;75;0;118;1028;280117;24;13;0;0;2565;2325732;445;45;468;6;0;8;86;75;21;9;112;0;8;433;12854;13;0;2;0;270;268;0;209745;10580;0;6;11;61445;174;0;6;24;0;11;0;0;63045;1324;31;3;143;0;240203;719;2;349;0;11;39;0;12;8;0;5;0;5;0;2449;92;4899;42;0;0;0;3;12;0;46;0;0;2729;1;22;2025;13;28;44;0;0;2;1192;0;1;0;107;87;1395;740;6;0;41;4;7071;0;1763;107084;0;0;0;3;0;0;4;88;0;1961;3;66;22;1326;106;0;4;4192;3597;0;0;0;0;43;4;13;11568;1018;17;0;0;351;6;0;43;1;6;8;108;2519;0;0;0;0;295107;2;120478;648999;7032;0;9;2000;0;6;0;0;1044;655;735;500
PRT;1;0;160;0;47;14675;0;6;24930;0;180;2561;6100;0;14;0;5;6;0;7348;0;7;2311;0;1016;35;121;429297;0;6;40;6;139;25;72928;1192;0;78;2;0;110;316;509;0;10398;47;0;9;77;0;142;0;0;252;0;2;142;1573;95;17;149;0;0;127;5;0;18;175;306809;152;2;16;6;0;53044;104;246;1390;2;2;54;13;7;20;123;698;5;4;2163;93;10;345;9;0;0;31;0;0;31526;3;452;2;0;7;0;33;177;0;0;0;0;0;0;14;12;10;0;0;5383;269;61;3;71;23;0;13;0;0;33;0;115;0;544;14;0;42;1;0;0;1457;2622;3;730;0;2;2377;1425;3;34;9;241;373;0;0;0;160;0;37;0;165;17;102;257;77;8;0;29;0;0;109;0;45;0;0;0;1;262;0;22;0;341;79;8;13;0;0;0;0;26283;23791;0;0;2;1;17;0;623;1620;3962;1;0;0;16;23;67;363;0;0;55;10;2;0;0;0;0;0;0;28388;142208;1926;0;1;58242;0;42;2;0;0;0;867;3194
PRI;0;0;0;0;0;0;10;17;14;0;54;0;0;0;29;0;0;28;0;0;3;0;649;0;3;0;0;0;0;0;0;0;14;40;19669;0;1;0;7;0;60;0;100;0;0;0;0;5;0;0;165;0;0;0;0;9;5393;4;0;0;0;2;0;0;0;0;0;0;1;6;0;0;0;0;0;4;0;0;13;9;90;0;84;0;5;10;20;11;0;0;0;38;1;0;0;0;0;0;1;15;0;0;0;67;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;0;0;385;0;0;0;0;0;0;0;0;2;0;0;0;0;139;0;0;34;0;0;0;0;0;0;0;5;0;365;0;0;13;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;4;9;17;31;0;0;0;0;0;0;0;214;0;0;0;0;0;157;0;0;0;8;0;0;0;0;21;941566;11;0;0;1250;0;587;7;0;0;0;0;0
QAT;0;0;5;0;0;0;0;0;2;0;0;2;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;148;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;615;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;8;0;5;0;0;0;0;0;1;11;0;3;0;0;0;0;140;0;0;0;2;0;0;45;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;100;0;0;0;0;0;0;1;0;2;4;0;0;0;0;4;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;22;0;3;0;0;0;2;4;0;0;0;0;0;3;0;48;0;0;0;0;0;0;0;0;437;39;0;0
REU;0;0;0;0;0;0;0;0;8;0;0;83;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;39;0;0;0;0;0;0;0;1;46;0;0;0;0;0;0;8;12;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2;5;2631;43;38;0;0;0;0;1;0;0;0;0;24;6;0;0;0;0;0;0;5;0;0;144;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;36;0;233;40;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;2960;8;0;0;0;0;0;0;0;0;9;0;0;1;0;2;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;6;0;0;0;0;0;46;0;0;22;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;460;34;0;0;0;2;0;0;0;0;0;0;0;36
ROM;1;102;22;0;0;8;0;0;3635;0;0;5459;733;0;0;5;10;0;0;304;0;0;19;0;123;137;0;13656;0;3560;5;0;28;0;22552;0;0;349;0;0;862;10;541;0;981;6;0;13;0;1268;0;11;109;220;0;0;9;54;98;0;0;0;0;17;0;0;16;153;26556;5;2;2;0;0;46324;66;7;154;0;0;0;12;16;0;1;24;0;2;64;174498;9;256;4;2;349;264;0;208990;3733;0;20;47;0;0;0;1;4;0;54;0;0;0;1320;0;0;110;0;0;133;0;240;0;1;6;0;2;40;0;0;0;0;0;241;12;0;33;0;0;0;2;0;1;3;0;3;1489;0;3;664;4;2;4;0;0;0;103;3;73;0;39;5;5;682;10;9256;49;0;7050;0;0;0;5;0;0;0;0;0;18;13;0;1320;0;10;3;43;365;0;0;349;543;0;0;0;0;0;0;1;1289;337;86;0;0;0;10;0;3;0;0;0;88;41103;0;0;0;0;0;12;24902;83757;1707;0;1;1618;0;0;0;0;1350;843;2;100
RUS;0;30;499;0;0;25;0;4;23807;68887;1;8823;312;189506;13;6;0;4;552048;1093;2;11;11;0;106;55;0;16133;0;6185;13;0;58;0;54827;8;0;5;0;0;655;134;261;0;206;1;0;11;116;2392;859;968;9592;991;0;1;144;100;1462;1;0;0;211716;4;4;0;16;2907;47074;10;2;0;0;219678;297315;37;12;278;0;1;36;12;87;759;0;44;3;9;1000;7253;12;1;3;3;364;90;0;72000;1545;2;119;53;2143604;0;0;14;55;0;59;320559;0;299127;455;0;4;1899;0;135249;237;5;94;0;4;6;0;183;69;0;22;0;0;0;147;12;183361;52;1847;0;0;54;2;0;0;0;0;2452;6;3;98;246;274;438;0;0;0;533;4;0;0;38;4;1126;625;7;253112;22;19;2432;0;2255;0;1;0;0;0;2;0;21;8;0;529;0;25;3;3798;299;0;0;1777;966;0;0;1;0;0;5;4;2105;503;98;0;207267;0;7;0;412;0;0;36;62;8016;165032;0;0;0;4182267;14;36974;39825;3152;755132;1;1087;0;28;1;0;1289;763;7;83
RWA;4;0;0;0;0;1;0;0;0;0;0;6;3;0;0;0;11;0;0;545;0;14;0;0;0;0;1;1;0;4;0;58318;1;66;129;0;0;335;338;0;0;2;0;4;65152;978;0;0;39;0;1;4;0;0;524;0;0;0;48;0;14;1552;0;10690;0;0;0;0;157;0;0;686;347;0;25;12;0;12;0;0;8;0;0;0;0;0;0;0;19;12;0;1291;0;0;0;0;0;0;28;0;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;0;0;0;3;0;0;11;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;181;0;0;0;3;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;8;0;0;0;0;2277;38;0;0;0;0;0;27876;0;0;1;4;0;0;0;35512;0;0;1;0;0;0;0;0;0;0;0;246493;0;0;27;42;0;0;0;0;0;0;0;0;0;0;0;232
SHN;0;0;0;0;0;1;0;0;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;49;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;41;2;0;0;4;0;0;0;0;0;0;0;279
SPM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WSM;0;0;0;5302;0;0;0;0;0;0;0;217;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;104;0;0;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;383;0;0;0;7;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;8;0;0;66;0;0;0;0;0;0;14;0;2;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;11;55;0;0;0;0;0;0;0;0;0;2;2;0;0;42;12282;0;0;0;99;0;1;0;0;34;10;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;69;51;0;0;0;0;0;7;0;0;0;0;647;0;0;327;0;0;0;0;0;0;0;0;0
SMR;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
STP;0;0;0;0;0;8583;0;0;0;0;0;2;8;0;0;0;0;0;0;14;0;35;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;292;4;0;0;97;0;0;0;0;0;0;0;2;0;0;0;58;0;0;48;0;0;0;0;904;0;0;537;2;0;62;0;0;30;0;0;0;0;0;0;0;0;0;0;0;3;0;54;0;0;0;2;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;0;0;0;0;0;3;0;0;0;0;0;0;0;1326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;104;0;0;0;0;0;17;0;2;8;11;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;158;5;0;0;0;0;0;0;0;0;0;0;0;592
SAU;2;0;57;0;0;1;0;0;378;0;0;12;11;0;0;1334;18;0;0;7;0;10;0;0;6;0;0;16;0;3;0;1;2;1;1366;2;0;0;3;0;475;4;48;0;1142;4;0;0;51;0;2;2;0;1;0;0;7;9;5822;0;0;1;0;20;0;0;1;0;20;0;0;2;0;0;19;12;0;2;0;0;0;2;39;21;0;4;0;0;34;4;0;101;36;9;1212;0;0;39;16;0;3;829;0;98;0;0;0;0;12959;0;0;0;77;0;6;488;0;0;0;0;0;45;0;4;0;0;0;0;0;0;0;0;715;0;0;0;0;0;0;70;0;17;0;0;3;0;1;0;6;2;129;263;0;0;0;3;172;410;0;0;0;0;60;18;0;0;0;412;0;0;0;12;0;0;0;0;0;0;1;0;0;0;6;2;0;0;0;2;22;0;1;0;0;0;45;0;0;5;9;308;0;0;7;7;0;194;0;0;0;15;1983;0;0;0;2;0;135;6;814;22;0;0;3055;0;0;0;0;36084;3186;1;13
SEN;2;0;1;0;0;2;0;0;2;0;0;24;103;0;0;0;5;0;0;193;0;225;0;0;0;0;1;3;0;0;1759;181;0;551;449;83;0;142;17;0;0;1;1;0;24265;2399;0;0;16310;0;0;9;0;0;26;0;0;0;157;1;5;152;0;3981;5;0;0;4;5231;0;0;2770;23284;0;826;291;0;412;0;0;0;0;1;2296;6028;0;0;0;9;30;0;600;0;0;0;12;0;1;893;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;168;3;0;0;5;0;2;58;0;0;0;14978;0;0;0;12615;0;3;11;0;0;18;0;0;0;2;0;0;0;0;2;0;0;0;2;53;878;509;0;0;0;0;0;37;0;6;0;0;0;0;0;4;0;0;0;0;0;20;0;0;0;0;2;0;0;0;9;0;574;0;0;0;0;224;59;0;0;0;0;0;1364;0;0;44;142;0;0;0;3;0;0;241;0;0;0;2;0;0;0;0;64;0;0;914;344;0;0;0;0;0;0;0;0;0;0;0;338
SRB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCG;0;83;11;2;5;10;0;0;12822;0;0;25246;113323;0;14;28;7;0;0;2771;0;10;18;0;159;14;0;4822;0;477;4;7;21;35;56265;22;0;0;3;0;1061;6;94;0;17;0;0;1;107;177;4;71;708;97;0;0;79;48;94;0;0;0;0;0;2;0;72;67;11704;5;3;0;0;0;299210;49;3;631;0;0;1;53;8;46;1;21;0;0;48;40989;4;191;0;14;265;34;0;1764;13032;0;2;256;0;19;0;0;3;0;315;0;0;0;16;0;0;0;0;0;59;0;23;0;1;4;0;1;13;0;0;0;0;0;233;57;0;42;8;0;0;1;0;0;1;0;3;2391;0;14;1606;2;62;97;0;0;1;1183;18;55;0;33;38;4;371;19;11925;22;0;85;0;3296;0;0;0;0;2;1;0;106;10;0;0;0;7;2;280;236;0;0;507;239;0;0;0;0;5;0;2;19854;15111;497;0;0;39;1;0;93;0;3;1;80;159669;0;0;0;0;0;68;11229;78381;919;0;6;1463;0;1;0;0;1043;664;444;48
SYC;0;0;0;0;0;0;0;0;0;0;0;372;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;192;0;12;0;0;0;5;0;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;96;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;13;55;0;0;0;0;0;0;3;0;2;0;0;5;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;24;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;34;97;0;0;0;0;0;0;0;0;0;0;75;105
