From row/To column;AFG;ALB;DZA;ASM;AND;AGO;AIA;ATG;ARG;ARM;ABW;AUS;AUT;AZE;BHS;BHR;BGD;BRB;BLR;BEL;BLZ;BEN;BMU;BTN;BOL;BIH;BWA;BRA;BRN;BGR;BFA;BDI;KHM;CMR;CAN;CPV;CYM;CAF;TCD;CHI;CHL;CHN;COL;COM;COD;COG;COK;CRI;CIV;HRV;CUB;CYP;CZE;DNK;DJI;DMA;DOM;ECU;EGY;SLV;GNQ;ERI;EST;ETH;FRO;FLK;FJI;FIN;FRA;GUF;PYF;GAB;GMB;GEO;DEU;GHA;GIB;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GNB;GUY;HTI;HND;HKG;HUN;ISL;IND;IDN;IRN;IRQ;IRL;IMY;ISR;ITA;JAM;JPN;JOR;KAZ;KEN;KIR;PRK;KOR;KSV;KWT;KGZ;LAO;LVA;LBN;LSO;LBR;LBY;LIE;LTU;LUX;MAC;MKD;MDG;MWI;MYS;MDV;MLI;MLT;MHL;MTQ;MRT;MUS;MYT;MEX;FSM;MDA;MCO;MNG;MNE;MSR;MAR;MOZ;MMR;NAM;NRU;NPL;NLD;ANT;NCL;NZL;NIC;NER;NGA;NIU;NFK;MNP;NOR;OMN;PAK;PLW;PAN;PNG;PRY;PER;PHL;POL;PRT;PRI;QAT;REU;ROM;RUS;RWA;SHN;SPM;WSM;SMR;STP;SAU;SEN;SRB;SCG;SYC;SLE;SGP;SVK;SVN;SLB;SOM;ZAF;ESP;LKA;KNA;LCA;VCT;SDN;SUR;SWZ;SWE;CHE;SYR;TWN;TJK;TZA;THA;TLS;TGO;TKL;TON;TTO;TUN;TUR;TKM;TCA;TUV;UGA;UKR;ARE;GBR;USA;URY;UZB;VUT;VEN;VNM;VIR;VGB;WLF;PSE;YEM;ZMB;ZWE
CRI;0;0;0;0;0;0;0;2;30;0;3;13;27;0;65;0;0;2;0;12;23;0;2;0;11;0;0;151;0;0;0;0;0;2;710;0;5;0;0;0;102;0;414;0;0;0;0;0;0;4;14;1;0;4;0;0;464;9;0;587;0;0;0;0;0;0;0;4;45;0;0;0;0;0;20;0;0;1;0;0;0;0;879;0;0;20;2;171;0;24;0;2;20;0;0;3;0;2;50;129;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1026;0;0;0;0;0;0;0;0;36;0;0;0;0;10;0;1;3791;0;0;0;0;0;8;0;0;0;4784;0;0;162;784;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4;69;0;0;0;0;1;0;0;7;0;0;0;0;10;0;0;0;0;0;17;0;0;0;0;0;0;0;0;6096;19697;23;0;0;1306;1;1;0;0;0;0;0;0
CIV;4;0;0;0;0;0;0;0;3;0;0;8;37;0;0;0;12;0;0;70;0;87;0;0;0;0;0;3;0;0;41361;0;2;347;273;32;0;0;1;0;0;2;0;0;193;3;0;0;0;0;0;5;0;0;2;0;0;0;26;0;0;0;0;32;0;0;0;2;2115;0;0;282;1;0;300;16290;0;149;0;0;0;0;0;277;12;0;0;0;20;6;0;1430;0;0;0;5;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502;1;0;0;2;0;0;0;0;0;0;56380;0;0;0;11;0;0;64;0;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;187;445;0;0;0;4;0;87;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1019;0;4;0;58;0;0;0;0;0;22;0;0;0;0;0;84;0;0;18;52;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;4;0;0;369;189;0;0;0;0;0;0;0;0;0;0;0;128
HRV;0;9;10;2;1;24;0;0;10132;0;0;23671;51570;0;1;0;2;0;0;870;0;3;8;0;125;2;0;3810;0;16;1;2;6;11;10805;6;0;0;0;0;839;2;60;0;5;0;0;3;31;0;0;28;282;14;0;0;0;37;79;0;0;0;0;0;0;0;68;10;1713;4;3;0;0;0;89269;15;0;36;0;0;0;50;15;13;0;16;0;2;15;2021;0;59;0;0;0;27;0;4;4851;0;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;4;1;0;0;3;0;0;0;2;0;107;53;0;6;0;0;0;1;5;0;20;0;0;82;0;13;1400;4;18;28;0;0;1;3;0;17;0;66;35;3;293;6;3762;3;0;0;0;2443;0;0;0;0;1;0;0;0;3;0;19;1;2;0;112;397;0;0;1134;35;0;0;0;0;1;0;4;1336;3074;1;0;0;12;0;0;27;0;3;0;67;317;0;0;0;0;0;0;1646;34608;726;0;5;727;0;0;0;0;2;1;993;107
CUB;0;0;0;0;13;0;28;7;157;0;146;2;700;0;179;0;0;75;0;311;24;2;349;0;41;2;0;467;0;66;0;0;8;2;10577;3;65;0;0;0;234;0;1106;0;445;1;0;486;7;71;0;20;3;38;0;24;2440;46;28;161;0;0;0;8;0;0;0;59;708;4;0;4;0;0;506;3;0;32;7;23;25;48;469;45;3;103;2318;93;0;416;0;22;5;0;0;25;0;2;4166;2743;1;2;0;3;0;0;0;0;0;0;0;0;0;11;0;4;3;0;9;0;4;0;4;0;0;1;0;0;14;0;2;0;4440;0;0;2;0;0;2;0;69;8;12;0;0;0;376;0;1;570;30;95;0;0;0;14;0;3;0;1453;0;1;596;84;3;26;5100;0;0;0;0;16;0;0;0;0;0;0;0;0;20;7;0;0;1;21;0;0;26;16380;0;10;21;46;2;1;2;179;7;0;0;0;11;0;0;45;0;0;419;0;0;0;22;0;0;0;0;13875;522875;119;0;0;10084;0;249;20;0;0;1;0;1
CYP;0;0;12;0;0;48;0;0;11;0;0;12407;121;0;6;3;2;0;0;43;0;0;2;0;0;7;0;0;2;82;1;2;434;6;889;0;0;0;0;0;23;1;0;0;16;0;0;1;3;0;0;0;0;52;0;0;3;0;208;0;0;0;0;0;0;0;32;36;6255;0;3;0;0;0;130;12;2;7523;0;0;0;23;1;1;0;0;0;0;12;97;2;48;0;2;14;10;0;95;603;0;0;35;0;2;0;0;0;0;34;0;0;0;1;0;0;0;0;0;31;0;13;0;7;71;0;0;0;0;0;0;2;0;17;25;0;7;0;0;0;1;6;0;24;0;0;282;0;6;225;0;2;3;0;0;0;8;2;14;0;0;43;0;0;0;7;11;0;6;3;0;0;0;1;0;0;0;0;11;2;0;70;2;2;40;0;0;0;0;3047;128;0;0;0;0;33;0;8;75;81;53;0;0;4;0;0;3;0;2;0;1;5413;0;0;0;0;0;7;76911;34;0;0;2;0;0;0;0;0;56;36;14;159
CZE;1;1;29;0;0;18;0;0;9257;0;0;9861;5705;0;20;1160;13;0;0;1030;0;0;23;0;136;114;0;2611;0;185;7;13;37;62;31792;1;0;0;5;0;472;11;119;0;18;0;0;8;5;756;9;29;0;391;0;0;8;28;65;0;0;0;0;0;0;0;19;273;47311;3;4;0;0;0;776632;88;12;60;1;0;3;14;12;2;2;12;0;1;85;902;17;342;2;0;22;140;0;18966;1241;0;0;12;0;34;0;1;5;0;9;0;0;0;127;0;0;134;0;0;237;0;200;0;3;8;0;2;0;0;2;0;0;0;300;15;0;29;0;0;0;3;2;0;5;0;5;2551;0;4;528;8;3;5;0;0;0;632;0;98;0;23;90;4;221;4;21112;87;1;678;0;1925;0;0;0;0;0;0;0;5;17;0;1099;0;13;4;113;45;0;0;1097;967;0;0;0;0;9;0;3;4326;8381;22;0;0;69;4;0;4;0;0;3;227;647;0;0;0;0;12073;1;44368;155326;71;0;1;756;0;2;0;0;87;56;5;104
DNK;0;0;10;0;2;19;0;0;296;0;0;6254;645;0;20;0;6;0;0;654;0;3;11;11;15;31;0;893;0;6;3;28;7;109;20622;2;0;0;10;0;130;5;142;0;202;1;0;16;36;288;8;0;6;0;2;0;27;5;41;0;0;5;0;3;0;0;16;419;5736;0;3;0;0;0;6993;8;1;149;6778;0;3;17;16;9;0;2;0;2;35;213;1987;12;40;0;2;195;0;13;3325;0;10;13;0;32;0;0;3;0;9;0;2;0;0;0;6;0;0;0;29;0;55;0;3;1;0;1;0;0;2;0;2;0;143;13;0;23;0;0;0;1;7;13;21;0;2;540;0;3;1472;35;98;371;0;0;0;14019;0;44;0;39;74;1;101;55;48;46;2;1;0;116;0;4;0;0;0;0;0;3;2;0;302;2;0;0;2;84;0;8;1171;117;0;0;0;0;38;0;3;40427;2270;15;0;0;947;99;0;148;0;0;4;25;25;0;0;0;0;0;2;5784;72702;12;0;1;248;0;96;0;0;8;5;5;196
DJI;0;0;1;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;1;0;0;0;0;0;0;13;0;0;0;0;1302;0;0;0;0;123;8;7;0;0;0;14;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;16;0;0;0;0;0;0;0;0;13;0;0;0
DMA;0;0;0;0;0;0;34;1432;2;0;101;1;13;0;58;0;0;528;0;6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;179;0;0;0;0;0;0;0;80;0;2;0;0;0;0;0;307;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;7;29;0;0;0;0;10;0;0;0;0;140;1345;0;0;0;0;48;38;0;0;8;0;0;0;0;0;0;0;0;78;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;3;0;0;0;0;0;169;0;0;0;0;0;0;0;260;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;137;155;42;0;0;0;2;0;0;0;0;0;0;0;2;0;0;2205;0;0;0;15;0;0;0;0;132;105;2;0;0;0;0;936;152;0;0;0;0;0
DOM;0;0;0;0;0;0;60;469;138;0;991;0;616;0;112;0;0;160;0;471;11;0;162;0;32;1;0;216;0;0;0;0;4;12;4926;0;2;0;2;0;77;0;133;0;20;0;0;34;0;1;558;0;0;23;0;51;0;41;0;38;0;0;0;0;0;0;0;35;422;10;0;0;0;0;448;1;0;29;3;48;49;0;38;1;1;91;5550;42;0;8;0;11;15;0;0;15;0;0;3662;82;2;2;0;20;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;2;0;0;0;0;0;0;0;124;0;0;0;96;0;0;1;0;0;4;0;0;27;0;0;0;368;2415;0;0;42;0;3;0;0;0;3;0;1;0;258;0;1;21;42;0;1;8837;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;22;399;0;96;45;100;9;4;0;106;6;0;0;0;64;0;0;1;0;0;890;0;0;0;50;0;0;0;0;8214;75310;105;0;0;1824;0;530;59;0;0;0;0;0
ECU;0;0;0;0;0;0;0;1;346;0;2;53;83;0;17;0;0;6;0;2;10;0;5;0;100;2;0;357;0;0;0;2;3;9;3557;0;0;0;2;0;950;0;9100;0;47;0;0;176;1;0;9;2;0;90;0;0;287;0;13;63;0;0;0;0;0;0;0;97;1053;2;0;0;0;0;1903;0;4;119;2;0;0;3;109;0;0;45;1;47;0;75;0;7;0;0;1;58;0;72;4952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;7;0;3;0;0;1;0;0;0;0;1;0;0;0;45;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;4;63;6;18;0;0;0;23;0;0;0;1775;0;3;1952;4;0;5;6;2;0;0;0;2;0;0;0;0;0;0;3;0;16;0;3;0;0;0;0;0;2;1604;0;0;0;0;0;7;0;161;915;0;0;0;6;0;0;8;0;0;12;0;13;0;0;0;0;0;0;19;46789;260;0;0;5054;0;0;0;0;4;2;0;0
EGY;5;2;345;1;0;13;0;0;471;0;0;25414;3174;0;28;588;13;0;0;182;0;133;3;0;20;1;2;5496;0;32;5;0;2;0;9164;4;0;15;2;0;1253;5;80;0;2911;43;0;0;367;2;11;419;11;1;3;0;8;21;0;10;0;0;0;475;0;0;51;5;7189;65;27;35;15;0;5224;3;0;1075;0;0;28;176;9;2;0;9;0;2;22;1279;0;1586;5059;190;2930;17;0;33842;589;0;20;6406;0;0;0;0;0;0;37212;0;10;0;450;0;0;71015;0;0;6;0;2;11;4;0;0;0;0;0;43;1;0;0;91;41;0;143;0;0;0;425;0;342;2;22;5;765;3;357;378;2;3;1415;0;0;0;104;3880;97;0;143;34;17;100;139;12;31;2;2405;0;2;0;3;0;2;2;0;0;68199;0;0;13;0;0;0;4;0;0;0;2358;0;0;0;0;0;2132;0;7;61;94;6715;0;0;0;2;0;9;0;3;3;55;1530;0;0;0;7;0;3850;2545;30520;53;0;5;752;7;0;0;1;36318;1388;4;2555
SLV;0;0;0;0;9;0;0;1;19;0;2;430;101;0;1;0;0;0;0;45;948;0;12;0;5;0;0;346;0;0;0;0;4;0;5546;0;0;0;0;0;107;0;162;0;2;0;0;751;0;2;7;0;0;8;0;0;119;6;3;0;0;0;0;0;0;0;14;8;92;0;2;0;0;0;74;1;0;5;4;0;0;25;15349;0;1;12;0;12625;0;33;0;12;3;0;0;5;0;0;188;70;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1339;6;0;0;0;0;0;0;0;6;0;3;0;0;5;3;30;1713;0;0;0;0;0;3;0;1;0;1271;4;0;24;58;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;1;0;0;0;0;24;139;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;12391;18548;14;0;1;486;0;0;0;0;0;0;0;0
GNQ;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;9;0;83;0;0;0;0;0;1;0;0;0;6;0;3;34;2;0;18;14;0;0;0;0;0;3563;54;0;0;231;0;0;0;0;0;22;0;0;0;0;0;0;0;0;585;0;0;0;0;511;0;0;6732;19;0;40;0;0;20;0;0;0;0;0;1;0;0;0;0;1;5;0;82;0;0;0;1;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;470;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;387;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1183;0;0;4;7;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;55;0;0;89;29;0;0;0;0;0;0;0;0;0;0;79;15
ERI;0;0;3;0;0;0;0;0;2;0;0;148;10;0;0;24;0;0;0;19;0;9;0;0;0;0;0;3;0;0;0;0;0;0;937;0;0;220;1;0;1;0;0;0;43018;644;0;0;25;0;0;1;0;0;804;0;0;0;202;0;9;0;0;219497;0;0;1;0;283;0;0;449;229;0;81;0;0;39;0;0;0;4;0;0;0;0;0;0;1;5;0;85;7;4;0;0;0;1;89;0;3;17;0;594;0;0;0;0;287;0;0;0;3;0;0;4;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;4;0;13;0;0;0;33;0;5;15;0;0;117;0;0;0;31;51;5;0;0;2;0;0;4;0;0;0;14;0;0;0;36;0;0;0;0;4;2092;0;0;0;0;0;0;0;0;0;16;10;0;0;0;0;0;118;0;0;69;14;158;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;142;49;694;0;0;0;0;0;0;0;0;138;0;28;63
EST;0;3;0;0;0;1;0;0;150;0;0;8781;39;0;0;0;0;0;0;138;0;0;4;0;0;4;0;109;0;8;0;0;0;0;6934;0;0;0;0;0;37;2;8;0;2;0;0;0;0;23;5;9;92;219;0;0;0;0;2;0;0;0;0;0;0;0;10;8727;3178;0;1;0;0;0;6532;0;0;0;0;0;0;7;0;2;0;0;0;0;15;928;0;8;0;0;1;21;0;260;194;0;0;2;0;0;0;0;0;0;2;0;0;7068;2;0;0;0;17;0;16;0;6;0;0;0;0;2;0;0;0;0;0;0;51;8;0;2;0;0;0;0;1;0;0;0;0;146;0;2;281;0;0;1;0;0;0;65;0;0;0;0;31;7;3;0;1683;0;0;9;0;22;88904;0;0;0;0;0;0;0;0;0;36;0;0;0;36;3;0;0;101;65;0;0;0;0;0;0;0;3309;11;4;0;0;0;0;0;1;0;0;0;0;36;0;0;0;0;11942;0;1635;20815;21;0;0;7;0;0;0;0;5;3;0;5
ETH;2;0;2;0;0;2;0;0;4;0;0;363;24;0;0;17;4;0;0;44;0;1;1;0;0;0;1;6;0;21;0;9;0;4;3671;0;0;0;20;0;4;0;1;0;0;0;0;0;4;0;6;31;0;0;6273;0;3;0;309;0;0;25;0;0;0;0;2;1;1583;0;1;0;0;0;191;5;0;93;0;0;16;9;1;0;0;0;0;0;8;112;0;519;0;3;36;4;0;3251;211;0;0;58;0;4634;0;0;0;0;201;0;0;0;22;0;0;5;0;0;2;0;0;0;1;0;0;1;0;0;24;0;0;4;24;2;0;0;0;0;0;3;0;0;0;1;2;565;1;13;36;23;0;17;0;0;0;163;23;32;0;4;5;0;1;0;0;2;0;119;0;0;0;0;0;0;0;0;0;1473;0;0;4;0;2;0;0;0;0;37;56;0;0;0;0;0;1658;0;0;270;34;105;0;0;4;0;0;0;0;0;2;3;443;0;0;0;77;0;43;276;2847;0;0;0;0;0;0;0;0;139;549;154;346
FRO;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;5127;0;0;0;0;0;0;0;0;0;0;0;0;0;3;565;0;0;0;0;0;0;0;0;0;181;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;336;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1519;12;0;0;0;0;0;0;0;7;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522;0;0;0;0;0;0;0;0;0;0;0;0;0
FLK;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;4;0;0;0;1;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
FJI;1;0;0;16;0;0;0;0;0;0;0;4269;0;0;5;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;215;0;0;0;0;0;0;1;0;0;22;0;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;0;0;0;0;179;0;0;0;0;0;0;8;0;0;301;1;0;0;1;0;0;28;0;2;0;0;13;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5;0;23;41;0;0;0;0;0;0;0;2;0;1;5;0;0;31;5243;0;0;0;25;0;0;3;0;97;7;0;171;0;0;0;0;0;0;0;0;0;0;0;0;1;217;0;0;0;0;0;0;0;0;1;0;0;249;0;50;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;54;0;0;0;0;0;39;0;0;0;1;1035;0;0;246;0;0;0;0;0;0;0;0;3
FIN;0;2;8;0;1;6;0;0;123;0;0;6859;1362;0;23;0;0;0;0;232;0;3;8;1;3;20;0;402;0;7;2;8;13;29;18527;6;0;0;3;0;150;5;10;0;19;0;0;3;30;2;2;0;7;3128;0;0;14;2;98;0;0;2;0;0;24;0;15;0;16770;0;2;0;0;0;5664;30;4;314;0;0;0;11;6;13;0;0;0;0;29;651;76;1;11;0;1;40;0;7;7012;0;10;4;0;9;0;0;2;0;4;0;0;0;0;0;0;0;0;0;84;0;34;0;0;3;0;0;0;0;0;0;0;0;107;12;0;11;13;0;0;0;1;4;5;0;0;906;0;3;260;15;17;27;0;0;0;2174;0;4;0;13;52;0;37;29;62;41;0;0;0;244;0;0;0;0;0;0;0;1;6;0;189;0;4;1;3;0;0;3;420;341;0;0;0;0;20;0;1;242646;1558;7;0;0;325;28;0;26;0;0;0;13;13;0;0;0;0;0;0;15616;53861;5;0;1;109;0;0;0;0;4;2;2;21
FRA;11;4;58723;2;1024;596;0;229;15896;0;80;7699;6010;0;149;6;50;206;0;88405;4;365;32;8;224;400;3;9092;4;75;702;503;1252;8133;44354;228;2;958;726;0;2299;105;1508;99;146683;3451;0;91;22162;3934;401;30;295;1261;36;70;1568;432;7058;120;3318;347;0;2498;33;0;62;192;0;4573;5967;1435;123;0;39654;2429;5;615;2;75;10711;132;242;661;17;57;307;19;685;2004;37;3398;59;3;34;666;0;2509;82797;128;135;106;0;1190;0;11;107;0;63;0;4;0;17;151;223;4136;25;0;11074;6;699;26881;88;130;0;3123;54;0;9838;2092;1143;258;3544;49;0;8548;8;0;10;57388;38;19;102;0;18;2890;363;9168;461;89;8103;7605;0;0;1;957;41;370;0;375;177;233;1897;174;57144;8990;1135;90;9230;1017;0;332;4;333;8;7;10;21;10211;0;3842;113;183;73;117;1141;2;510;2505;74159;0;27;72;51;1071;342;97;2586;56585;100;0;0;2419;147;0;5091;0;3;2060;12924;3920;0;0;0;173;0;14;21661;124960;330;0;702;3990;0;162;75;34;133;80;580;210
GUF;0;0;0;0;0;0;0;11;9;0;10;0;0;0;1;0;0;16;0;0;0;0;0;0;2;0;0;120;0;0;0;23;0;113;0;0;0;0;23;0;0;0;2;0;0;0;0;0;0;0;13;0;0;0;0;4;183;3;7;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;4;2;1;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;900;0;0;0;0;0;0;0;3;0;0;0;0;0;0;10;0;0;0;54;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;4;0;12;0;0;0;0;0;0;0;75;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0
PYF;0;0;0;1;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;28;42;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;5;0;0;0;28;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;20;176;0;0;0;0;0;0;0;0;3;0;0;5;0;1;0;0;0;0;0;5;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;8;0;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;189;0;0;4;0;0;0;0;0;0;0;0;0
GAB;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;14;0;0;2175;32;0;0;166;239;0;0;0;0;0;385;360;0;0;5;0;0;0;0;0;3;0;0;0;117;0;28;3;0;63;0;0;0;0;556;0;0;0;2;0;58;307;0;29;0;0;0;0;0;0;0;0;0;0;0;2;0;57;0;0;0;1;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;66;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;16;0;0;0;31;0;0;0;0;4;5;0;0;0;0;0;185;0;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;97;16;0;0;0;0;0;0;0;0;0;0;0;30
GMB;0;0;0;0;0;0;0;0;0;0;0;6;12;0;0;0;0;0;0;22;0;20;0;0;0;0;0;0;0;0;21;0;0;7;169;8;0;3;0;0;0;0;0;0;615;3246;0;0;299;0;0;2;0;0;0;0;0;0;2;0;0;23;0;101;0;0;0;0;527;0;0;38;0;0;96;32;0;47;0;0;0;0;0;97;224;0;0;0;0;5;0;58;0;0;0;1;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;98;0;0;0;3;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;8;643;0;0;0;23;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3802;0;0;0;4080;0;0;0;0;34;6;0;0;0;0;0;2;0;0;4;17;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;92;143;0;0;0;0;0;0;0;0;0;0;0;3
GEO;0;2;0;0;0;1;0;0;20;69672;0;638;138;22800;0;0;0;0;0;246;0;0;0;0;0;1;0;14;0;80;0;21;3;18;845;0;0;6;52;0;27;75;2;0;433;1;0;0;2;9;2;254;59;41;3;0;4;0;14;0;0;9;0;7;0;0;1;22;914;0;0;0;0;0;3320;6;0;362;0;0;0;3;0;9;0;0;0;0;638;447;0;40;11;0;1141;5;0;11843;27;0;0;0;14363;1566;0;8;2;0;16;187;0;0;75;0;3;2;0;0;6;10;2;11;0;0;0;10;0;0;0;0;0;0;7;0;0;4;0;0;0;0;4;198;0;0;0;2;0;0;7;0;4;8;0;0;0;3;0;4;0;0;0;0;1;8;1076;2;0;401;0;10;223261;3;0;0;0;0;0;6;0;0;14;0;1;0;23;0;0;14;98;0;0;0;0;0;839;0;1;41;34;28;0;0;114;44;0;6;0;0;0;0;2023;1902;0;0;29;47711;3;2661;8942;3;286;0;1;0;0;0;0;261;8812;1;17
